"CODUSU","NRO_HOGAR","COMPONENTE","ANO4","TRIMESTRE","CH04","CH06","NIVEL_ED","PP07H","ESTADO","AGLOMERADO","sexo","informal","edad","educ_grupo"
"TQTMNORWXHMOLTCDEHPJB00811477",1,1,2024,3,2,30,2,0,1,29,"Mujer",NA,30,"Baja"
"TQRMNORPQHLOLRCDEFIAH00803391",1,1,2024,3,2,32,1,2,1,2,"Mujer",1,32,"Baja"
"TQRMNOTYXHMOLMCDEFKID00808980",1,1,2024,3,2,36,5,2,1,4,"Mujer",1,36,"Media"
"TQRMNORTYHLLKOCDEIJAH00861792",1,1,2024,3,2,22,4,1,1,33,"Mujer",0,22,"Media"
"TQRMNOSWUHMMKOCDEIOAH00813173",1,2,2024,3,1,26,5,2,1,38,"Varón",1,26,"Media"
"TQRMNOQUWHJOSPCDEIJAH00865278",1,1,2024,3,2,41,4,0,1,33,"Mujer",NA,41,"Media"
"TQRMNORYXHLKMUCDEIIAD00806870",1,2,2024,3,1,33,6,1,1,32,"Varón",0,33,"Alta"
"TQRMNOQVVHJMLQCDEGPDJ00861975",2,2,2024,3,2,36,3,0,1,19,"Mujer",NA,36,"Baja"
"TQRMNOXSWHMMLMCDEIJAH00812307",1,2,2024,3,2,39,6,2,1,33,"Mujer",1,39,"Alta"
"TQRMNOUTSHKKLOCDEIGED00870387",1,2,2024,3,2,25,5,1,1,30,"Mujer",0,25,"Media"
"TQRMNOQXQHMNLSCDEHJGH00810914",1,1,2024,3,2,56,7,1,1,23,"Mujer",0,56,"Alta"
"TQRMNOPPWHLMKTCDEIKAH00812915",2,1,2024,3,2,46,6,1,1,34,"Mujer",0,46,"Alta"
"TQRMNORSXHMNNTCDEIIAD00812122",1,1,2024,3,1,50,6,0,1,32,"Varón",NA,50,"Alta"
"TQRMNOPTRHJMRLCDEIJAH00869702",1,3,2024,3,2,24,6,1,1,33,"Mujer",0,24,"Alta"
"TQRMNOSPRHKOLQCDEGJBF00868465",1,1,2024,3,2,50,4,1,1,13,"Mujer",0,50,"Media"
"TQRMNORYSHJLKNCDEIHJF00862182",1,1,2024,3,2,45,5,2,1,31,"Mujer",1,45,"Media"
"TQRMNORSQHMMOSCDEIJAH00855369",1,7,2024,3,1,29,2,0,1,33,"Varón",NA,29,"Baja"
"TQRMNOURUHLOKRCDEIHJF00806837",1,1,2024,3,1,24,1,1,1,31,"Varón",0,24,"Baja"
"TQRMNOQRRHMLNOCDEIJAH00812429",1,1,2024,3,2,28,6,1,1,33,"Mujer",0,28,"Alta"
"TQRMNOPVQHMOLMCDEGLDF00810212",1,4,2024,3,1,20,3,1,1,15,"Varón",0,20,"Baja"
"TQRMNOPUTHJLKTCDEIIAD00869116",1,3,2024,3,2,27,6,1,1,32,"Mujer",0,27,"Alta"
"TQRMNOPXVHLOLUCDEHPJB00806492",1,6,2024,3,1,43,4,0,1,29,"Varón",NA,43,"Media"
"TQRMNOQQQHMOKUCDEOHCH00813303",1,2,2024,3,2,38,4,1,1,91,"Mujer",0,38,"Media"
"TQRMNOQSRHJNKSCDEIOAH00865047",1,2,2024,3,2,48,2,0,1,38,"Mujer",NA,48,"Baja"
"TQRMNOSTUHKOKPCDEHIBB00871244",1,1,2024,3,1,32,2,1,1,22,"Varón",0,32,"Baja"
"TQRMNOPQRHJOKNCDEHPJB00864003",1,1,2024,3,1,46,3,1,1,29,"Varón",0,46,"Baja"
"TQRMNORVPHKMNQCDEIJAH00868848",1,2,2024,3,2,42,4,1,1,33,"Mujer",0,42,"Media"
"TQRMNOQXTHKMKNCDEOJAH00867804",1,1,2024,3,2,36,2,2,1,93,"Mujer",1,36,"Baja"
"TQRMNOPWTHMKKUCDEOJAH00813430",1,2,2024,3,2,31,6,0,1,93,"Mujer",NA,31,"Alta"
"TQRMNOSYVHJMLPCDEHNHB00863451",1,3,2024,3,1,35,3,1,1,27,"Varón",0,35,"Baja"
"TQRMNORYWHLNKOCDEIHJF00869025",1,1,2024,3,1,57,2,1,1,31,"Varón",0,57,"Baja"
"TQRMNOQRTHKLLOCDEGGFB00869409",1,1,2024,3,2,31,6,1,1,10,"Mujer",0,31,"Alta"
"TQRMNOQSPHLOKOCDEIMBF00808076",1,3,2024,3,2,24,5,2,1,36,"Mujer",1,24,"Media"
"TQRMNOPPTHLMKRCDEFLID00865482",1,1,2024,3,2,47,6,1,1,5,"Mujer",0,47,"Alta"
"TQRMNOQQPHLOLSCDEHPJB00806453",1,1,2024,3,1,41,4,1,1,29,"Varón",0,41,"Media"
"TQRMNOPSPHLLLOCDEHJGH00805904",1,1,2024,3,1,38,3,1,1,23,"Varón",0,38,"Baja"
"TQRMNORRTHJLLUCDEIIAD00861808",1,2,2024,3,1,34,6,2,1,32,"Varón",1,34,"Alta"
"TQRMNOSSYHLOLNCDEFOCD00868607",1,1,2024,3,2,48,5,0,1,8,"Mujer",NA,48,"Media"
"TQRMNOPRWHLMLPCDEGOIH00805427",1,1,2024,3,1,51,2,1,1,18,"Varón",0,51,"Baja"
"TQRMNOPPTHKOKUCDEGOIH00867762",1,4,2024,3,1,22,1,0,1,18,"Varón",NA,22,"Baja"
"TQRMNOQWPHKOKOCDEGKDB00871724",1,1,2024,3,1,30,2,0,1,14,"Varón",NA,30,"Baja"
"TQRMNOTQYHKOKPCDEGOIH00868014",1,2,2024,3,1,36,7,0,1,18,"Varón",NA,36,"Alta"
"TQRMNOQVPHMKKRCDEFKID00867769",1,1,2024,3,1,30,6,1,1,4,"Varón",0,30,"Alta"
"TQRMNORSQHKMLQCDEFMDB00872219",1,1,2024,3,1,41,6,0,1,6,"Varón",NA,41,"Alta"
"TQRMNOPWVHMMKMCDEGNFJ00810357",1,2,2024,3,2,54,4,1,1,17,"Mujer",0,54,"Media"
"TQRMNOSPUHJMKSCDEGJBF00865767",1,1,2024,3,1,44,5,0,1,13,"Varón",NA,44,"Media"
"TQRMNORXPHJKKMCDEFPCH00863014",1,1,2024,3,2,53,5,0,1,9,"Mujer",NA,53,"Media"
"TQRMNOQSXHKOLTCDEHJGH00871468",1,3,2024,3,1,28,3,0,1,23,"Varón",NA,28,"Baja"
"TQRMNOPRTHKMLNCDEHIBB00867365",1,1,2024,3,1,57,4,1,1,22,"Varón",0,57,"Media"
"TQRMNOSRPHMOKRCDEGIBJ00809805",1,1,2024,3,1,55,1,0,1,12,"Varón",NA,55,"Baja"
"TQRMNOPPUHJNKQCDEIGED00865852",1,3,2024,3,1,19,3,2,1,30,"Varón",1,19,"Baja"
"TQRMNOSRTHLMKNCDEIOAH00808164",1,2,2024,3,1,36,4,1,1,38,"Varón",0,36,"Media"
"TQRMNOPTQHJMLTCDEFJAH00862728",1,1,2024,3,1,62,5,1,1,3,"Varón",0,62,"Media"
"TQRMNOTTVHLMLNCDEGNFJ00805355",1,1,2024,3,2,46,6,1,1,17,"Mujer",0,46,"Alta"
"TQRMNOQPPHJNRPCDEIJAH00864418",1,3,2024,3,1,38,3,1,1,33,"Varón",0,38,"Baja"
"TQRMNOPSRHMNLUCDEIJAH00871531",1,1,2024,3,1,50,3,1,1,33,"Varón",0,50,"Baja"
"TQRMNOQTWHKOLQCDEGIBJ00870579",1,1,2024,3,2,32,4,0,1,12,"Mujer",NA,32,"Media"
"TQRMNOTTPHMMKPCDEGKDB00853131",1,1,2024,3,1,32,4,0,1,14,"Varón",NA,32,"Media"
"TQRMNOQSTHKMMOCDEFKID00867784",1,2,2024,3,2,53,4,2,1,4,"Mujer",1,53,"Media"
"TQRMNOPYRHJOLRCDEHPJB00863365",1,3,2024,3,1,27,4,2,1,29,"Varón",1,27,"Media"
"TQRMNOQXWHLMKQCDEFIAH00803339",1,1,2024,3,1,41,4,0,1,2,"Varón",NA,41,"Media"
"TQRMNOPSYHJNKMCDEIGED00504292",1,2,2024,3,2,44,6,1,1,30,"Mujer",0,44,"Alta"
"TQRMNOSRXHMMLRCDEGGFB00809622",1,1,2024,3,1,44,5,0,1,10,"Varón",NA,44,"Media"
"TQRMNORUPHMMLPCDEHJGH00870063",1,2,2024,3,2,43,5,1,1,23,"Mujer",0,43,"Media"
"TQRMNOQTYHKMLMCDEHMHF00870205",1,8,2024,3,1,28,3,2,1,26,"Varón",1,28,"Baja"
"TQRMNOSYSHJLMUCDEIIAD00863563",1,1,2024,3,2,40,6,2,1,32,"Mujer",1,40,"Alta"
"TQRMNOQVUHJMKPCDEIIAD00864908",2,2,2024,3,1,26,6,2,1,32,"Varón",1,26,"Alta"
"TQRMNOSRUHJNOOCDEIJAH00864629",1,3,2024,3,1,19,3,0,1,33,"Varón",NA,19,"Baja"
"TQRMNOSUSHJNOLCDEIIAD00863004",1,1,2024,3,1,60,6,0,1,32,"Varón",NA,60,"Alta"
"TQRMNORWTHJMLOCDEHJGH00864310",1,1,2024,3,1,46,4,1,1,23,"Varón",0,46,"Media"
"TQRMNORTUHKMKRCDEHIBB00870331",1,3,2024,3,1,38,3,2,1,22,"Varón",1,38,"Baja"
"TQRMNOSUWHMMLOCDEFNFF00809411",1,4,2024,3,1,21,5,1,1,7,"Varón",0,21,"Media"
"TQRMNOPRYHLLLTCDEFLID00803806",1,2,2024,3,2,32,5,1,1,5,"Mujer",0,32,"Media"
"TQRMNOQPUHLKPLCDEIJAH00812369",1,1,2024,3,1,55,6,1,1,33,"Varón",0,55,"Alta"
"TQRMNOPWYHJKKMCDEIMBF00862536",1,1,2024,3,1,27,6,1,1,36,"Varón",0,27,"Alta"
"TQRMNORUXHKMKSCDEIHJF00871358",1,2,2024,3,1,38,4,0,1,31,"Varón",NA,38,"Media"
"TQRMNOQXSHLMKOCDEIOAH00808184",1,2,2024,3,1,56,2,0,1,38,"Varón",NA,56,"Baja"
"TQRMNOQUVHJOMLCDEHPJB00865332",1,1,2024,3,1,43,4,1,1,29,"Varón",0,43,"Media"
"TQRMNORTTHKMLMCDEGOIH00872462",1,2,2024,3,1,49,4,0,1,18,"Varón",NA,49,"Media"
"TQRMNOTSYHLMLSCDEFLID00803933",1,2,2024,3,1,50,6,1,1,5,"Varón",0,50,"Alta"
"TQRMNOQPVHMOKPCDEGJBF00809977",1,3,2024,3,1,33,3,2,1,13,"Varón",1,33,"Baja"
"TQRMNOQWWHJMKPCDEHJGH00863301",1,2,2024,3,2,53,4,2,1,23,"Mujer",1,53,"Media"
"TQSMNORUSHKOKQCDEGJBF00869522",1,3,2024,3,2,19,5,2,1,13,"Mujer",1,19,"Media"
"TQRMNOSUWHKKMSCDEIIAD00869435",1,1,2024,3,2,46,6,1,1,32,"Mujer",0,46,"Alta"
"TQRMNORYPHJOLPCDEGGFB00862588",1,1,2024,3,1,33,6,1,1,10,"Varón",0,33,"Alta"
"TQRMNOPXWHJMLPCDEFIAH00864735",1,1,2024,3,1,63,4,1,1,2,"Varón",0,63,"Media"
"TQRMNOPWQHKNLSCDEHJGH00867698",1,4,2024,3,2,25,4,0,1,23,"Mujer",NA,25,"Media"
"TQRMNOTPUHLMLNCDEGNFJ00805372",1,1,2024,3,2,47,5,1,1,17,"Mujer",0,47,"Media"
"TQRMNOVRYHJOKRCDEGIBJ00866940",1,1,2024,3,1,63,5,2,1,12,"Varón",1,63,"Media"
"TQRMNOSRSHLOKSCDEGPDJ00810689",1,1,2024,3,1,29,4,1,1,19,"Varón",0,29,"Media"
"TQRMNOQWXHKNKRCDEGJBF00870755",1,1,2024,3,1,37,5,0,1,13,"Varón",NA,37,"Media"
"TQRMNOQTRHLOTUCDEIJAH00807386",1,1,2024,3,1,60,2,0,1,33,"Varón",NA,60,"Baja"
"TQRMNOPQQHLMLLCDEFLID00803807",1,1,2024,3,1,30,5,0,1,5,"Varón",NA,30,"Media"
"TQRMNORXVHLLKUCDEIMBF00808113",1,2,2024,3,1,42,5,2,1,36,"Varón",1,42,"Media"
"TQRMNOTQQHLOKSCDEOHCH00808398",1,1,2024,3,1,44,3,0,1,91,"Varón",NA,44,"Baja"
"TQRMNOTPUHMMLNCDEOJAH00813471",1,1,2024,3,1,37,3,1,1,93,"Varón",0,37,"Baja"
"TQRMNORUPHLKKTCDEGPDJ00805529",3,3,2024,3,1,35,4,2,1,19,"Varón",1,35,"Media"
"TQRMNOQTRHJKNLCDEIIAD00862956",1,1,2024,3,1,46,6,1,1,32,"Varón",0,46,"Alta"
"TQRMNOSSQHMMSUCDEIJAH00812479",1,1,2024,3,1,52,6,1,1,33,"Varón",0,52,"Alta"
"TQRMNOSUYHJMKTCDEHIBB00862016",1,2,2024,3,2,53,3,1,1,22,"Mujer",0,53,"Baja"
"TQRMNOUPPHLOLPCDEGPDJ00805629",1,1,2024,3,1,37,3,2,1,19,"Varón",1,37,"Baja"
"TQRMNOTQVHMMKRCDEIOAH00813147",1,1,2024,3,1,39,6,1,1,38,"Varón",0,39,"Alta"
"TQRMNOSVUHKNKMCDEGJBF00871871",1,2,2024,3,1,26,4,2,1,13,"Varón",1,26,"Media"
"TQRMNORSUHMOLNCDEGIBJ00809874",1,2,2024,3,2,54,6,2,1,12,"Mujer",1,54,"Alta"
"TQRMNOQSRHKMKSCDEIOAH00867407",1,2,2024,3,1,42,4,1,1,38,"Varón",0,42,"Media"
"TQRMNOQTPHJOLSCDEIKAH00864225",1,1,2024,3,1,32,4,1,1,34,"Varón",0,32,"Media"
"TQRMNOQQQHKOKUCDEGPDJ00870765",1,1,2024,3,2,43,2,2,1,19,"Mujer",1,43,"Baja"
"TQRMNOQXRHJMMMCDEGGFB00865838",1,3,2024,3,2,24,4,2,1,10,"Mujer",1,24,"Media"
"TQRMNOQQYHLMKRCDEFPCH00804489",1,1,2024,3,2,43,5,1,1,9,"Mujer",0,43,"Media"
"TQRMNOQQYHJMLPCDEGPDJ00861965",1,2,2024,3,2,49,3,0,1,19,"Mujer",NA,49,"Baja"
"TQRMNORTXHJNKUCDEOHCH00865452",1,1,2024,3,1,36,1,2,1,91,"Varón",1,36,"Baja"
"TQRMNOPUXHJMMLCDEFKID00869811",1,1,2024,3,2,39,4,0,1,4,"Mujer",NA,39,"Media"
"TQRMNOSVYHJMLMCDEIOAH00864741",1,3,2024,3,2,24,5,2,1,38,"Mujer",1,24,"Media"
"TQRMNORWSHMOKOCDEHJGH00810945",1,3,2024,3,1,40,3,1,1,23,"Varón",0,40,"Baja"
"TQRMNORRRHMLLLCDEGPDJ00810658",1,2,2024,3,1,26,1,2,1,19,"Varón",1,26,"Baja"
"TQRMNOPSXHJNKMCDEIGED00504340",1,1,2024,3,1,52,2,0,1,30,"Varón",NA,52,"Baja"
"TQRMNOSQYHLMKRCDEIJAH00807280",1,2,2024,3,1,27,4,1,1,33,"Varón",0,27,"Media"
"TQRMNORSYHJLLMCDEFPCH00864923",1,3,2024,3,2,42,3,2,1,9,"Mujer",1,42,"Baja"
"TQRMNORRWHKMKUCDEIGED00868101",1,2,2024,3,1,43,6,2,1,30,"Varón",1,43,"Alta"
"TQRMNOTWQHLOLMCDEHNHB00806403",1,3,2024,3,1,34,4,1,1,27,"Varón",0,34,"Media"
"TQRMNOSSQHMOLQCDEFMDB00809251",1,1,2024,3,2,50,6,1,1,6,"Mujer",0,50,"Alta"
"TQRMNOSRVHMOLNCDEHMHF00811244",1,4,2024,3,1,28,3,2,1,26,"Varón",1,28,"Baja"
"TQRMNORTXHLKLUCDEIJAH00807662",1,2,2024,3,2,34,3,0,1,33,"Mujer",NA,34,"Baja"
"TQRMNOSPQHMKLQCDEIGED00811754",1,2,2024,3,2,48,6,1,1,30,"Mujer",0,48,"Alta"
"TQRMNOPYXHLMMOCDEGJBF00804910",2,1,2024,3,2,34,6,2,1,13,"Mujer",1,34,"Alta"
"TQRMNOUWVHLKKPCDEFKID00808926",1,1,2024,3,1,24,4,1,1,4,"Varón",0,24,"Media"
"TQRMNOUPRHJNKSCDEIIAD00872358",1,1,2024,3,1,44,6,1,1,32,"Varón",0,44,"Alta"
"TQRMNOQRUHKOPMCDEIJAH00870977",1,1,2024,3,1,44,4,1,1,33,"Varón",0,44,"Media"
"TQRMNOQTUHMMKOCDEHLEH00871151",1,1,2024,3,1,49,6,1,1,25,"Varón",0,49,"Alta"
"TQRMNOPYPHJOKRCDEFLID00862229",1,2,2024,3,2,54,4,1,1,5,"Mujer",0,54,"Media"
"TQRMNOPTVHJMKTCDEHNHB00865963",1,2,2024,3,1,44,4,2,1,27,"Varón",1,44,"Media"
"TQRMNOSWUHKNOMCDEIIAD00870247",1,3,2024,3,1,54,6,1,1,32,"Varón",0,54,"Alta"
"TQRMNOQQSHMMKUCDEIMBF00813002",1,3,2024,3,2,33,4,1,1,36,"Mujer",0,33,"Media"
"TQRMNOSYRHLMLOCDEFJAH00803509",1,2,2024,3,1,38,4,1,1,3,"Varón",0,38,"Media"
"TQRMNOPUWHMMKSCDEHIBB00853743",1,3,2024,3,2,33,6,1,1,22,"Mujer",0,33,"Alta"
"TQRMNORRQHLMKPCDEOJAH00808428",1,1,2024,3,2,27,5,1,1,93,"Mujer",0,27,"Media"
"TQRMNOUYTHKOKPCDEGOIH00869058",1,2,2024,3,1,31,1,0,1,18,"Varón",NA,31,"Baja"
"TQRMNOPVXHMOSLCDEIJAH00812523",1,2,2024,3,2,36,6,1,1,33,"Mujer",0,36,"Alta"
"TQRMNORTUHLMKOCDEFIAH00803455",1,2,2024,3,2,41,4,1,1,2,"Mujer",0,41,"Media"
"TQRMNOPQQHLMKSCDEIOAH00808273",1,4,2024,3,1,21,4,2,1,38,"Varón",1,21,"Media"
"TQRMNOQVUHKNRTCDEIJAH00871388",1,1,2024,3,1,45,4,1,1,33,"Varón",0,45,"Media"
"TQRMNOPTYHLMKUCDEIHJF00806829",1,2,2024,3,1,34,4,1,1,31,"Varón",0,34,"Media"
"TQRMNOPRTHLMMPCDEFKID00803744",1,1,2024,3,2,30,6,1,1,4,"Mujer",0,30,"Alta"
"TQRMNOPWRHKMLQCDEIJAH00870635",1,1,2024,3,1,47,5,1,1,33,"Varón",0,47,"Media"
"TQRMNOTTUHMMLRCDEFLID00809103",1,1,2024,3,2,37,6,0,1,5,"Mujer",NA,37,"Alta"
"TQRMNORTSHJOKNCDEGGFB00863869",1,2,2024,3,2,42,6,1,1,10,"Mujer",0,42,"Alta"
"TQRMNORYYHKMKUCDEGJBF00870253",1,4,2024,3,2,44,5,1,1,13,"Mujer",0,44,"Media"
"TQRMNOQSTHKMKOCDEIGED00869597",1,4,2024,3,1,49,2,1,1,30,"Varón",0,49,"Baja"
"TQRMNOPRVHMMKQCDEHPJB00811660",1,3,2024,3,1,35,6,1,1,29,"Varón",0,35,"Alta"
"TQRMNOVUVHLMQQCDEIJAH00807383",1,2,2024,3,2,44,4,0,1,33,"Mujer",NA,44,"Media"
"TQRMNOPVYHKOKSCDEOJAH00872368",1,2,2024,3,1,41,4,1,1,93,"Varón",0,41,"Media"
"TQRMNORVSHKLKUCDEIMBF00867631",1,1,2024,3,2,61,6,0,1,36,"Mujer",NA,61,"Alta"
"TQRMNORPUHMMMLCDEFIAH00867468",1,1,2024,3,1,36,2,2,1,2,"Varón",1,36,"Baja"
"TQRMNOQPXHKOKMCDEGPDJ00869404",1,1,2024,3,1,62,4,0,1,19,"Varón",NA,62,"Media"
"TQRMNOPQXHMOLLCDEGNFJ00810474",1,2,2024,3,2,30,4,0,1,17,"Mujer",NA,30,"Media"
"TQRMNOUQSHKOLOCDEGLDF00870733",1,3,2024,3,1,21,4,0,1,15,"Varón",NA,21,"Media"
"TQRMNOPWYHLLKQCDEHNHB00811436",1,1,2024,3,2,57,6,1,1,27,"Mujer",0,57,"Alta"
"TQRMNOQSPHJOLTCDEFIAH00867558",1,2,2024,3,2,49,5,1,1,2,"Mujer",0,49,"Media"
"TQRMNOQUXHKKKQCDEFIAH00870678",1,1,2024,3,1,24,6,1,1,2,"Varón",0,24,"Alta"
"TQRMNOSVQHJOONCDEIJAH00868978",1,2,2024,3,2,44,1,2,1,33,"Mujer",1,44,"Baja"
"TQRMNOQRXHMKLRCDEIKAH00812870",1,2,2024,3,1,47,6,1,1,34,"Varón",0,47,"Alta"
"TQRMNOPQUHJLKMCDEGLDF00864005",1,2,2024,3,2,49,4,0,1,15,"Mujer",NA,49,"Media"
"TQRMNOSXYHMOLPCDEHLEH00811178",1,3,2024,3,2,33,6,1,1,25,"Mujer",0,33,"Alta"
"TQRMNOQXSHKMKNCDEHMHF00871258",1,1,2024,3,2,62,4,1,1,26,"Mujer",0,62,"Media"
"TQRMNOQWWHJMKPCDEHJGH00863301",1,1,2024,3,1,50,4,0,1,23,"Varón",NA,50,"Media"
"TQRMNOPXVHLOLUCDEHPJB00806492",1,2,2024,3,2,23,5,2,1,29,"Mujer",1,23,"Media"
"TQRMNOQWPHKOLNCDEHNHB00869283",1,2,2024,3,1,64,4,2,1,27,"Varón",1,64,"Media"
"TQRMNORXYHKMLNCDEFJAH00867571",1,1,2024,3,1,30,6,0,1,3,"Varón",NA,30,"Alta"
"TQRMNOQWXHKOMLCDEHPJB00871544",1,1,2024,3,2,48,2,2,1,29,"Mujer",1,48,"Baja"
"TQRMNOQWTHKMLRCDEGJBF00870749",1,2,2024,3,1,46,4,0,1,13,"Varón",NA,46,"Media"
"TQRMNOSYVHJMLPCDEHNHB00863451",1,2,2024,3,2,59,3,0,1,27,"Mujer",NA,59,"Baja"
"TQRMNORPUHKOLTCDEHPJB00866893",1,4,2024,3,1,22,3,2,1,29,"Varón",1,22,"Baja"
"TQRMNORQQHJMKPCDEFMDB00863264",1,1,2024,3,2,48,3,0,1,6,"Mujer",NA,48,"Baja"
"TQRMNOPTWHLMKUCDEIHJF00811879",1,2,2024,3,2,44,3,1,1,31,"Mujer",0,44,"Baja"
"TQRMNORPXHLKLPCDEIIAD00811895",1,1,2024,3,1,46,4,1,1,32,"Varón",0,46,"Media"
"TQRMNOQTTHKMMLCDEGGFB00869772",1,1,2024,3,2,37,2,2,1,10,"Mujer",1,37,"Baja"
"TQRMNORWWHJKKMCDEFMDB00863151",1,2,2024,3,2,46,6,1,1,6,"Mujer",0,46,"Alta"
"TQRMNOPTUHMKKPCDEHMHF00811284",1,3,2024,3,1,28,6,0,1,26,"Varón",NA,28,"Alta"
"TQRMNOSQSHJLKTCDEGLDF00863724",1,2,2024,3,1,39,4,0,1,15,"Varón",NA,39,"Media"
"TQRMNOQWVHKMKMCDEOHCH00868166",1,2,2024,3,1,57,4,1,1,91,"Varón",0,57,"Media"
"TQRMNOPVVHKMKUCDEGNFJ00872322",1,1,2024,3,2,22,5,1,1,17,"Mujer",0,22,"Media"
"TQRMNOSXRHKKLUCDEHJGH00868898",1,1,2024,3,1,49,4,1,1,23,"Varón",0,49,"Media"
"TQRMNOVPWHLOLOCDEGOIH00805459",1,1,2024,3,1,33,1,2,1,18,"Varón",1,33,"Baja"
"TQRMNOUWXHMMNQCDEIJAH00867262",1,1,2024,3,1,44,5,1,1,33,"Varón",0,44,"Media"
"TQRMNOQQVHKOLMCDEGPDJ00871769",1,1,2024,3,2,39,6,1,1,19,"Mujer",0,39,"Alta"
"TQRMNORXWHMMKPCDEFLID00809063",1,1,2024,3,2,58,4,0,1,5,"Mujer",NA,58,"Media"
"TQRMNOQQWHLKLLCDEIMBF00808030",1,1,2024,3,1,50,6,0,1,36,"Varón",NA,50,"Alta"
"TQRMNORPXHLOKQCDEIMBF00808105",1,1,2024,3,1,36,2,0,1,36,"Varón",NA,36,"Baja"
"TQRMNORPSHLLLPCDEFMDB00804045",1,1,2024,3,2,56,6,1,1,6,"Mujer",0,56,"Alta"
"TQRMNOPUYHKMQOCDEIJAH00870905",1,1,2024,3,1,46,4,0,1,33,"Varón",NA,46,"Media"
"TQRMNORWQHMLRTCDEIJAH00870688",1,1,2024,3,2,31,6,2,1,33,"Mujer",1,31,"Alta"
"TQRMNOQXWHMONMCDEIJAH00869891",1,2,2024,3,1,36,5,2,1,33,"Varón",1,36,"Media"
"TQRMNOPRYHLLLTCDEFLID00803806",1,1,2024,3,2,39,4,1,1,5,"Mujer",0,39,"Media"
"TQRMNOPSWHLMKMCDEIJAH00807241",1,2,2024,3,2,55,6,0,1,33,"Mujer",NA,55,"Alta"
"TQRMNOQPVHMOKPCDEGJBF00809977",1,1,2024,3,1,50,2,1,1,13,"Varón",0,50,"Baja"
"TQRMNORWWHLMTMCDEIJAH00862771",1,3,2024,3,2,26,4,2,1,33,"Mujer",1,26,"Media"
"TQRMNOUWVHJOLQCDEHIBB00864353",1,1,2024,3,2,35,4,2,1,22,"Mujer",1,35,"Media"
"TQRMNOTSWHKOKMCDEGKDB00868689",1,1,2024,3,1,50,2,1,1,14,"Varón",0,50,"Baja"
"TQRMNORQTHMMLNCDEFIAH00808532",1,4,2024,3,1,40,5,1,1,2,"Varón",0,40,"Media"
"TQRMNORXQHLMLPCDEHJGH00805912",1,1,2024,3,2,49,4,1,1,23,"Mujer",0,49,"Media"
"TQRMNOUVQHLOKRCDEHPJB00806495",1,1,2024,3,1,59,3,1,1,29,"Varón",0,59,"Baja"
"TQRMNOQXWHMONMCDEIJAH00869891",1,3,2024,3,1,33,6,2,1,33,"Varón",1,33,"Alta"
"TQRMNOUSYHKMMLCDEGGFB00870647",1,1,2024,3,1,37,4,1,1,10,"Varón",0,37,"Media"
"TQRMNOPQXHMOLLCDEGNFJ00810474",1,1,2024,3,1,31,4,1,1,17,"Varón",0,31,"Media"
"TQRMNOQUWHKOLRCDEHNHB00869442",1,1,2024,3,2,26,3,0,1,27,"Mujer",NA,26,"Baja"
"TQRMNOUXYHKLKSCDEIIAD00866927",1,1,2024,3,1,49,4,0,1,32,"Varón",NA,49,"Media"
"TQRMNORSUHLLLQCDEIJAH00807740",1,1,2024,3,2,34,4,1,1,33,"Mujer",0,34,"Media"
"TQRMNOWTRHMORQCDEIJAH00855402",1,2,2024,3,1,50,1,2,1,33,"Varón",1,50,"Baja"
"TQRMNOUTXHJOLTCDEIJAH00863595",1,1,2024,3,1,54,3,1,1,33,"Varón",0,54,"Baja"
"TQRMNOTUTHKOKMCDEHNHB00868855",1,2,2024,3,2,35,4,0,1,27,"Mujer",NA,35,"Media"
"TQTMNOTSRHMOLTCDEFKID00869239",1,1,2024,3,1,23,4,0,1,4,"Varón",NA,23,"Media"
"TQRMNOWVTHLOKRCDEOHCH00808327",1,1,2024,3,1,48,4,0,1,91,"Varón",NA,48,"Media"
"TQRMNORSYHJLLMCDEFPCH00864923",1,4,2024,3,2,40,4,1,1,9,"Mujer",0,40,"Media"
"TQRMNOPPWHKNNOCDEIJAH00869402",1,1,2024,3,2,39,4,2,1,33,"Mujer",1,39,"Media"
"TQRMNOQYRHKNLLCDEIMBF00872354",1,1,2024,3,1,37,3,2,1,36,"Varón",1,37,"Baja"
"TQRMNOPRTHKNLMCDEHJGH00867115",1,1,2024,3,1,62,2,1,1,23,"Varón",0,62,"Baja"
"TQRMNOPUUHJMLRCDEGJBF00866301",1,2,2024,3,2,29,5,0,1,13,"Mujer",NA,29,"Media"
"TQRMNOSSVHLNLUCDEGGFB00804605",1,1,2024,3,1,40,4,1,1,10,"Varón",0,40,"Media"
"TQRMNORUVHMMLOCDEIJAH00812679",1,3,2024,3,2,31,4,2,1,33,"Mujer",1,31,"Media"
"TQRMNORTUHMMSUCDEIJAH00812275",1,1,2024,3,2,35,4,0,1,33,"Mujer",NA,35,"Media"
"TQRMNOQPXHLMLOCDEGIBJ00804761",1,2,2024,3,2,55,6,0,1,12,"Mujer",NA,55,"Alta"
"TQRMNOQYWHLLLOCDEFOCD00804275",1,1,2024,3,2,55,4,1,1,8,"Mujer",0,55,"Media"
"TQRMNORVTHLMLQCDEHMHF00806220",1,1,2024,3,1,51,4,1,1,26,"Varón",0,51,"Media"
"TQRMNOQRTHMMOPCDEIJAH00855649",1,1,2024,3,2,50,1,1,1,33,"Mujer",0,50,"Baja"
