"CODUSU","NRO_HOGAR","COMPONENTE","ANO4","TRIMESTRE","CH04","CH06","NIVEL_ED","PP07H","ESTADO","AGLOMERADO","sexo","informal","edad","educ_grupo"
"TQRMNOQSRHLLKMCDEHMHF00806241",1,1,2024,3,1,53,4,2,1,26,"Varón",1,53,"Media"
"TQRMNOSWVHLOKUCDEFPCH00804403",1,2,2024,3,2,20,4,2,1,9,"Mujer",1,20,"Media"
"TQRMNOQSSHKMKOCDEIGED00868701",1,2,2024,3,2,50,4,2,1,30,"Mujer",1,50,"Media"
"TQRMNORWTHJNKNCDEGJBF00864960",1,2,2024,3,1,26,3,2,1,13,"Varón",1,26,"Baja"
"TQRMNOQQRHKKKNCDEFKID00870236",1,3,2024,3,2,33,6,1,1,4,"Mujer",0,33,"Alta"
"TQRMNORVTHKMLMCDEFKID00867929",1,1,2024,3,2,52,4,1,1,4,"Mujer",0,52,"Media"
"TQRMNOSVUHLMNNCDEIIAD00806952",1,6,2024,3,2,23,5,2,1,32,"Mujer",1,23,"Media"
"TQRMNOSTUHLKKNCDEHLEH00806165",1,2,2024,3,2,43,6,1,1,25,"Mujer",0,43,"Alta"
"TQRMNORVQHJMKNCDEHGHJ00871261",1,2,2024,3,2,35,6,1,1,20,"Mujer",0,35,"Alta"
"TQRMNOSVYHJMMPCDEIJAH00864073",1,1,2024,3,1,40,5,1,1,33,"Varón",0,40,"Media"
"TQRMNOPYXHJOLPCDEGIBJ00864084",1,1,2024,3,1,41,4,2,1,12,"Varón",1,41,"Media"
"TQRMNOTTVHMOKNCDEHPJB00811579",1,2,2024,3,1,57,2,2,1,29,"Varón",1,57,"Baja"
"TQRMNOPUTHJNKPCDEHPJB00867200",1,2,2024,3,2,26,4,2,1,29,"Mujer",1,26,"Media"
"TQRMNOVTWHKOMPCDEIJAH00869037",1,2,2024,3,1,30,2,2,1,33,"Varón",1,30,"Baja"
"TQRMNOTVQHKMKQCDEHMHF00870333",1,1,2024,3,2,24,4,2,1,26,"Mujer",1,24,"Media"
"TQRMNOPXRHLLLLCDEHMHF00811235",1,2,2024,3,2,60,6,1,1,26,"Mujer",0,60,"Alta"
"TQRMNOYRQHKOKUCDEGPDJ00872029",1,2,2024,3,1,34,2,1,1,19,"Varón",0,34,"Baja"
"TQRMNOPQUHLLRLCDEIJAH00807681",1,2,2024,3,1,50,6,1,1,33,"Varón",0,50,"Alta"
"TQRMNOTUYHKOKQCDEIHJF00867994",1,2,2024,3,2,37,5,2,1,31,"Mujer",1,37,"Media"
"TQRMNOUYQHLOKTCDEGJBF00804923",1,2,2024,3,1,52,3,1,1,13,"Varón",0,52,"Baja"
"TQRMNOQRTHKKLNCDEGKDB00867912",1,3,2024,3,1,28,4,2,1,14,"Varón",1,28,"Media"
"TQRMNOQTPHKLKTCDEGPDJ00868225",1,1,2024,3,2,58,4,1,1,19,"Mujer",0,58,"Media"
"TQRMNOQSXHMMKUCDEGLDF00810216",1,1,2024,3,1,58,6,1,1,15,"Varón",0,58,"Alta"
"TQRMNOPVQHKNKTCDEHGHJ00870349",1,1,2024,3,1,39,4,1,1,20,"Varón",0,39,"Media"
"TQRMNOPURHMOKTCDEGOIH00810534",1,3,2024,3,1,41,4,2,1,18,"Varón",1,41,"Media"
"TQRMNOPRVHMNORCDEIJAH00855092",1,2,2024,3,1,21,4,2,1,33,"Varón",1,21,"Media"
"TQRMNORVWHKMKMCDEOJAH00872366",1,2,2024,3,1,44,6,1,1,93,"Varón",0,44,"Alta"
"TQRMNORXXHMOKTCDEGOIH00853441",1,1,2024,3,2,27,5,2,1,18,"Mujer",1,27,"Media"
"TQRMNOTTPHJMKSCDEGKDB00865186",1,2,2024,3,2,40,4,1,1,14,"Mujer",0,40,"Media"
"TQRMNOPRTHKMLNCDEHIBB00867365",1,2,2024,3,2,48,3,2,1,22,"Mujer",1,48,"Baja"
"TQRMNOSQPHJLKQCDEHLEH00870993",1,2,2024,3,2,45,6,1,1,25,"Mujer",0,45,"Alta"
"TQRMNOPUYHMMKOCDEFKID00808885",1,3,2024,3,1,36,3,2,1,4,"Varón",1,36,"Baja"
"TQRMNORQXHMKKPCDEHMHF00811250",1,2,2024,3,2,33,6,2,1,26,"Mujer",1,33,"Alta"
"TQRMNOUPPHKOLPCDEGLDF00871956",1,2,2024,3,1,47,2,1,1,15,"Varón",0,47,"Baja"
"TQRMNOUVSHKOKTCDEIJAH00866923",1,2,2024,3,1,33,6,1,1,33,"Varón",0,33,"Alta"
"TQRMNORPSHJNMLCDEGJBF00870571",1,3,2024,3,1,34,4,1,1,13,"Varón",0,34,"Media"
"TQRMNOSWQHLMLQCDEGNFJ00805373",1,1,2024,3,1,38,6,1,1,17,"Varón",0,38,"Alta"
"TQRMNOSUQHKMLRCDEGJBF00868270",1,3,2024,3,1,45,4,1,1,13,"Varón",0,45,"Media"
"TQRMNORQYHKMKQCDEIOAH00869373",1,1,2024,3,1,32,4,1,1,38,"Varón",0,32,"Media"
"TQRMNORVXHLMKUCDEGOIH00805430",1,3,2024,3,2,32,4,1,1,18,"Mujer",0,32,"Media"
"TQRMNORYQHKNKOCDEGKDB00867459",1,2,2024,3,1,43,2,2,1,14,"Varón",1,43,"Baja"
"TQRMNOQWXHKOMLCDEHPJB00871544",1,4,2024,3,1,24,3,2,1,29,"Varón",1,24,"Baja"
"TQRMNOQRUHMNKQCDEOJAH00813441",1,2,2024,3,2,29,6,1,1,93,"Mujer",0,29,"Alta"
"TQRMNOQPRHLKMMCDEGJBF00804995",2,3,2024,3,1,35,6,1,1,13,"Varón",0,35,"Alta"
"TQRMNORVTHMOLSCDEFJAH00808761",1,3,2024,3,1,18,2,2,1,3,"Varón",1,18,"Baja"
"TQRMNORVUHKLKUCDEIMBF00872408",1,1,2024,3,2,36,6,2,1,36,"Mujer",1,36,"Alta"
"TQRMNOSUVHJNLUCDEGJBF00867694",1,1,2024,3,1,51,1,1,1,13,"Varón",0,51,"Baja"
"TQRMNOSSQHJMKSCDEFLID00866989",1,2,2024,3,2,59,4,1,1,5,"Mujer",0,59,"Media"
"TQSMNORPQHJNMLCDEGJBF00863419",1,1,2024,3,2,29,4,2,1,13,"Mujer",1,29,"Media"
"TQRMNOPYTHKMKRCDEGIBJ00870002",1,3,2024,3,2,50,4,1,1,12,"Mujer",0,50,"Media"
"TQRMNOPWQHKNLSCDEHJGH00867698",1,3,2024,3,1,25,4,2,1,23,"Varón",1,25,"Media"
"TQRMNOPUTHJLKTCDEIIAD00869116",1,2,2024,3,1,29,4,1,1,32,"Varón",0,29,"Media"
"TQRMNORVRHJMLPCDEGPDJ00867695",1,1,2024,3,1,44,6,1,1,19,"Varón",0,44,"Alta"
"TQRMNOQRYHKMLMCDEFMDB00870790",1,2,2024,3,2,48,6,1,1,6,"Mujer",0,48,"Alta"
"TQRMNOTQVHMMKRCDEIOAH00813147",1,2,2024,3,2,36,6,1,1,38,"Mujer",0,36,"Alta"
"TQRMNOSUXHMMKTCDEIJAH00812727",1,1,2024,3,2,42,4,1,1,33,"Mujer",0,42,"Media"
"TQRMNOPYSHMOKMCDEFLID00809059",1,2,2024,3,2,43,6,1,1,5,"Mujer",0,43,"Alta"
"TQRMNOSYQHJOLPCDEHPJB00865343",1,7,2024,3,1,22,3,2,1,29,"Varón",1,22,"Baja"
"TQRMNOPUYHMMKOCDEFKID00808885",1,2,2024,3,2,30,3,1,1,4,"Mujer",0,30,"Baja"
"TQRMNOTPSHKOPNCDEIJAH00870978",1,3,2024,3,2,19,3,2,1,33,"Mujer",1,19,"Baja"
"TQRMNOQVVHMMKPCDEIOAH00813124",2,1,2024,3,1,28,6,1,1,38,"Varón",0,28,"Alta"
"TQRMNOTRPHJKLOCDEGJBF00865454",1,1,2024,3,2,27,6,1,1,13,"Mujer",0,27,"Alta"
"TQRMNOQPYHLMKPCDEFIAH00808593",1,2,2024,3,1,40,5,1,1,2,"Varón",0,40,"Media"
"TQRMNOSUXHJOSPCDEIJAH00866193",1,1,2024,3,2,50,5,1,1,33,"Mujer",0,50,"Media"
"TQRMNORRPHLLROCDEIJAH00807748",1,2,2024,3,2,50,5,2,1,33,"Mujer",1,50,"Media"
"TQRMNOTTQHLKKNCDEIOAH00866362",1,1,2024,3,1,31,4,1,1,38,"Varón",0,31,"Media"
"TQRMNOQQSHJMLPCDEHIBB00865409",1,1,2024,3,1,56,4,1,1,22,"Varón",0,56,"Media"
"TQRMNORQXHMMMPCDEGJBF00809910",1,2,2024,3,1,56,4,1,1,13,"Varón",0,56,"Media"
"TQRMNORQWHJMLNCDEFPCH00866130",1,1,2024,3,1,22,5,2,1,9,"Varón",1,22,"Media"
"TQRMNOQXXHJNKUCDEHNHB00863972",1,1,2024,3,1,31,4,2,1,27,"Varón",1,31,"Media"
"TQRMNOQVXHKLMUCDEIIAD00869141",1,4,2024,3,2,31,6,1,1,32,"Mujer",0,31,"Alta"
"TQSMNOSQXHMORPCDEIJAH00855304",1,1,2024,3,1,45,4,1,1,33,"Varón",0,45,"Media"
"TQRMNORURHJOQPCDEIJAH00865652",1,3,2024,3,1,21,3,1,1,33,"Varón",0,21,"Baja"
"TQRMNOQSUHJNMOCDEFKID00866313",1,3,2024,3,1,36,3,1,1,4,"Varón",0,36,"Baja"
"TQRMNOTUWHKMTRCDEIJAH00867466",1,2,2024,3,1,47,4,1,1,33,"Varón",0,47,"Media"
"TQRMNORUWHLOKSCDEHIBB00805817",1,2,2024,3,1,42,1,1,1,22,"Varón",0,42,"Baja"
"TQRMNORVRHJOLQCDEHLEH00862874",1,1,2024,3,1,45,2,1,1,25,"Varón",0,45,"Baja"
"TQRMNOTQYHJNMOCDEFKID00866613",1,1,2024,3,1,35,6,1,1,4,"Varón",0,35,"Alta"
"TQRMNOQWPHKMSTCDEIJAH00871282",1,2,2024,3,1,38,4,1,1,33,"Varón",0,38,"Media"
"TQRMNORYWHMMKOCDEGKDB00810190",1,3,2024,3,1,39,3,2,1,14,"Varón",1,39,"Baja"
"TQRMNORUWHJLLNCDEGPDJ00865101",1,1,2024,3,1,31,6,1,1,19,"Varón",0,31,"Alta"
"TQRMNOQTPHKLKTCDEGPDJ00868225",1,2,2024,3,2,52,4,2,1,19,"Mujer",1,52,"Media"
"TQRMNOQTTHKOLOCDEHNHB00872413",1,2,2024,3,2,55,6,1,1,27,"Mujer",0,55,"Alta"
"TQRMNOPYQHMMOPCDEIIAD00812056",1,1,2024,3,1,56,2,1,1,32,"Varón",0,56,"Baja"
"TQRMNORQTHJOQPCDEIJAH00862476",1,2,2024,3,1,33,3,1,1,33,"Varón",0,33,"Baja"
"TQRMNOQSQHJOKOCDEGLDF00863530",1,2,2024,3,1,30,5,2,1,15,"Varón",1,30,"Media"
"TQRMNOPUXHJMKTCDEGJBF00863137",1,1,2024,3,2,39,4,1,1,13,"Mujer",0,39,"Media"
"TQRMNOPURHJKKOCDEIOAH00863146",1,1,2024,3,2,59,6,1,1,38,"Mujer",0,59,"Alta"
"TQRMNOWWUHKNKNCDEHNHB00870478",1,1,2024,3,2,43,5,1,1,27,"Mujer",0,43,"Media"
"TQRMNOPSXHJNKMCDEIGED00504340",1,2,2024,3,2,47,4,1,1,30,"Mujer",0,47,"Media"
"TQRMNOSQTHMNLPCDEGGFB00809705",1,2,2024,3,2,23,3,2,1,10,"Mujer",1,23,"Baja"
"TQRMNOQPYHMOLLCDEFOCD00809490",1,2,2024,3,1,52,2,1,1,8,"Varón",0,52,"Baja"
"TQRMNOPYSHMOKMCDEFLID00809059",1,1,2024,3,1,50,3,1,1,5,"Varón",0,50,"Baja"
"TQRMNORYPHKOLOCDEFPCH00872212",1,3,2024,3,2,24,5,1,1,9,"Mujer",0,24,"Media"
"TQRMNOQQRHKKKNCDEFKID00870236",1,2,2024,3,2,29,6,1,1,4,"Mujer",0,29,"Alta"
"TQRMNORSWHJLLMCDEHNHB00865974",1,2,2024,3,2,40,4,2,1,27,"Mujer",1,40,"Media"
"TQRMNOUVQHLOKRCDEHPJB00806495",1,2,2024,3,2,42,3,2,1,29,"Mujer",1,42,"Baja"
"TQRMNOTPSHKOPNCDEIJAH00870978",1,1,2024,3,1,52,3,1,1,33,"Varón",0,52,"Baja"
"TQRMNOPQUHLLRLCDEIJAH00807681",1,1,2024,3,2,41,6,1,1,33,"Mujer",0,41,"Alta"
"TQRMNOPVPHMKTMCDEIJAH00855460",1,1,2024,3,1,46,6,1,1,33,"Varón",0,46,"Alta"
"TQRMNOSQTHJOLOCDEGNFJ00863863",1,1,2024,3,1,54,2,2,1,17,"Varón",1,54,"Baja"
"TQRMNOQTVHMMKOCDEHLEH00811113",2,1,2024,3,1,27,4,2,1,25,"Varón",1,27,"Media"
"TQRMNOPVYHKOKSCDEOJAH00872368",1,1,2024,3,2,44,5,1,1,93,"Mujer",0,44,"Media"
"TQRMNOQPWHKNLQCDEFMDB00870107",1,3,2024,3,2,46,6,1,1,6,"Mujer",0,46,"Alta"
"TQRMNORUTHKNKNCDEIOAH00871254",1,2,2024,3,1,32,4,1,1,38,"Varón",0,32,"Media"
"TQRMNOQVXHKLMUCDEIIAD00869141",1,2,2024,3,1,61,4,1,1,32,"Varón",0,61,"Media"
"TQRMNOUPRHMNKQCDEIIAD00854793",1,1,2024,3,1,30,5,1,1,32,"Varón",0,30,"Media"
"TQRMNOPTQHKLLSCDEFJAH00866946",1,1,2024,3,1,61,5,1,1,3,"Varón",0,61,"Media"
"TQRMNORYYHKOKOCDEFNFF00871784",1,1,2024,3,1,35,6,2,1,7,"Varón",1,35,"Alta"
"TQRMNOPSXHJKKSCDEFJAH00862439",1,1,2024,3,1,27,6,1,1,3,"Varón",0,27,"Alta"
"TQRMNOQSUHKLSLCDEIJAH00871389",1,1,2024,3,2,52,6,1,1,33,"Mujer",0,52,"Alta"
"TQRMNOSWPHLOKRCDEOHCH00808392",1,1,2024,3,1,47,3,1,1,91,"Varón",0,47,"Baja"
"TQRMNORTPHKOLNCDEGGFB00868620",1,2,2024,3,1,42,6,1,1,10,"Varón",0,42,"Alta"
"TQRMNOQPPHJNRPCDEIJAH00864418",1,6,2024,3,1,22,3,2,1,33,"Varón",1,22,"Baja"
"TQRMNOTXQHJOKMCDEIHJF00870840",1,1,2024,3,1,61,4,1,1,31,"Varón",0,61,"Media"
"TQRMNOPTPHKOLRCDEHNHB00868317",2,1,2024,3,1,35,3,2,1,27,"Varón",1,35,"Baja"
"TQRMNORVUHKLKUCDEIMBF00872408",1,2,2024,3,1,37,6,1,1,36,"Varón",0,37,"Alta"
"TQRMNOPXUHMMKNCDEFKID00808881",1,2,2024,3,2,50,5,1,1,4,"Mujer",0,50,"Media"
"TQRMNOSRRHJMKPCDEGJBF00865001",1,1,2024,3,2,50,4,1,1,13,"Mujer",0,50,"Media"
"TQRMNOPRRHJOLLCDEGPDJ00862578",1,1,2024,3,1,41,5,1,1,19,"Varón",0,41,"Media"
"TQRMNOPWVHKMLOCDEHLEH00870667",1,1,2024,3,1,50,4,1,1,25,"Varón",0,50,"Media"
"TQRMNOQXRHJMMMCDEGGFB00865838",1,1,2024,3,1,51,3,1,1,10,"Varón",0,51,"Baja"
"TQRMNOQRUHKOPMCDEIJAH00870977",1,3,2024,3,1,23,5,2,1,33,"Varón",1,23,"Media"
"TQRMNORQVHLOKUCDEFLID00803877",1,1,2024,3,1,46,2,2,1,5,"Varón",1,46,"Baja"
"TQRMNORWXHMOLUCDEHPJB00811574",1,3,2024,3,1,35,5,1,1,29,"Varón",0,35,"Media"
"TQRMNOSYSHMOLRCDEHPJB00811495",1,1,2024,3,2,44,5,2,1,29,"Mujer",1,44,"Media"
"TQRMNOQSWHJOKMCDEIHJF00864751",1,2,2024,3,2,41,5,1,1,31,"Mujer",0,41,"Media"
"TQRMNOUTWHJLKNCDEHIBB00862024",1,2,2024,3,2,50,6,1,1,22,"Mujer",0,50,"Alta"
"TQRMNOSPQHKOLQCDEIKAH00869965",1,2,2024,3,1,23,3,2,1,34,"Varón",1,23,"Baja"
"TQRMNOQQXHJMMMCDEGJBF00864371",1,1,2024,3,1,28,5,2,1,13,"Varón",1,28,"Media"
"TQRMNOQXPHKOKOCDEFJAH00868732",1,2,2024,3,2,46,5,1,1,3,"Mujer",0,46,"Media"
"TQRMNOPXYHMOKRCDEOHCH00813285",1,1,2024,3,1,40,4,1,1,91,"Varón",0,40,"Media"
"TQRMNOPTUHJOKQCDEHPJB00863345",1,5,2024,3,2,22,4,1,1,29,"Mujer",0,22,"Media"
"TQRMNOSPRHJOLOCDEGIBJ00866297",1,1,2024,3,1,43,4,1,1,12,"Varón",0,43,"Media"
"TQRMNOPXXHLNKQCDEHMHF00806245",1,4,2024,3,1,27,4,2,1,26,"Varón",1,27,"Media"
"TQRMNORSQHLOKOCDEHJGH00866870",1,1,2024,3,2,49,4,2,1,23,"Mujer",1,49,"Media"
"TQRMNOQXQHJOLPCDEGOIH00862719",1,1,2024,3,1,62,4,1,1,18,"Varón",0,62,"Media"
"TQRMNORVQHJMKRCDEGKDB00864145",1,5,2024,3,2,19,4,2,1,14,"Mujer",1,19,"Media"
"TQRMNOQRUHKMMLCDEHJGH00869860",1,2,2024,3,1,24,5,2,1,23,"Varón",1,24,"Media"
"TQRMNOPYTHJOLOCDEHLEH00863160",1,1,2024,3,1,55,4,2,1,25,"Varón",1,55,"Media"
"TQRMNORVTHLLKQCDEIJAH00807185",1,2,2024,3,2,61,6,1,1,33,"Mujer",0,61,"Alta"
"TQRMNOPQRHMOKTCDEGJBF00810075",1,3,2024,3,1,58,4,1,1,13,"Varón",0,58,"Media"
"TQRMNOQXYHKLKTCDEIKAH00870339",1,2,2024,3,2,40,5,1,1,34,"Mujer",0,40,"Media"
"TQRMNOPXRHKOKSCDEGIBJ00872200",1,3,2024,3,2,37,4,1,1,12,"Mujer",0,37,"Media"
"TQRMNORQRHLMKPCDEFNFF00804231",1,2,2024,3,2,60,4,1,1,7,"Mujer",0,60,"Media"
"TQRMNOQTTHKMMLCDEGGFB00869772",1,3,2024,3,1,25,2,1,1,10,"Varón",0,25,"Baja"
"TQRMNOPRYHMMKRCDEFJAH00808758",1,1,2024,3,2,63,6,1,1,3,"Mujer",0,63,"Alta"
"TQRMNOPQVHKOKOCDEFKID00868659",1,1,2024,3,2,47,2,2,1,4,"Mujer",1,47,"Baja"
"TQRMNPVWTHLOKUCDEGPDJ00805591",1,2,2024,3,1,33,3,1,1,19,"Varón",0,33,"Baja"
"TQRMNORVUHMMLOCDEFMDB00809274",1,1,2024,3,1,39,4,1,1,6,"Varón",0,39,"Media"
"TQRMNORUSHMNLLCDEFPCH00809564",1,1,2024,3,1,57,2,2,1,9,"Varón",1,57,"Baja"
"TQRMNOQQQHLOLSCDEHPJB00811541",1,2,2024,3,2,54,6,1,1,29,"Mujer",0,54,"Alta"
"TQRMNORURHJOLSCDEHJGH00866472",1,1,2024,3,1,34,3,2,1,23,"Varón",1,34,"Baja"
"TQRMNOPXYHKMLSCDEGGFB00871329",1,1,2024,3,1,48,4,1,1,10,"Varón",0,48,"Media"
"TQRMNORYPHKMKMCDEIKAH00872418",1,2,2024,3,1,38,6,1,1,34,"Varón",0,38,"Alta"
"TQRMNORUPHLKKTCDEGPDJ00805529",3,1,2024,3,2,27,5,2,1,19,"Mujer",1,27,"Media"
"TQRMNOQSXHKOLTCDEHJGH00871468",1,6,2024,3,2,23,4,2,1,23,"Mujer",1,23,"Media"
"TQRMNOPQTHKKSNCDEIJAH00870711",1,2,2024,3,1,34,6,1,1,33,"Varón",0,34,"Alta"
"TQRMNOSQUHJLLMCDEIMBF00863913",1,2,2024,3,2,34,6,1,1,36,"Mujer",0,34,"Alta"
"TQRMNOPTVHKLKUCDEFKID00868782",1,2,2024,3,2,21,5,2,1,4,"Mujer",1,21,"Media"
"TQRMNOPTWHLMKUCDEIHJF00811879",1,1,2024,3,1,45,3,1,1,31,"Varón",0,45,"Baja"
"TQRMNOUXVHMOLOCDEGJBF00809984",1,1,2024,3,1,39,6,1,1,13,"Varón",0,39,"Alta"
"TQRMNOSPRHJOKRCDEOHCH00863763",1,1,2024,3,1,51,3,1,1,91,"Varón",0,51,"Baja"
"TQRMNORWXHKKPPCDEIJAH00870258",1,2,2024,3,2,47,6,1,1,33,"Mujer",0,47,"Alta"
"TQRMNOTXTHMOKPCDEHPJB00811642",1,3,2024,3,1,36,2,2,1,29,"Varón",1,36,"Baja"
"TQRMNOSPRHKLKTCDEFMDB00867443",1,3,2024,3,1,26,4,2,1,6,"Varón",1,26,"Media"
"TQRMNOSWPHJMPOCDEIJAH00865019",1,1,2024,3,1,61,4,2,1,33,"Varón",1,61,"Media"
"TQRMNOSRXHLMKOCDEFIAH00867602",1,1,2024,3,1,58,2,2,1,2,"Varón",1,58,"Baja"
"TQRMNOQUWHJOLQCDEHPJB00863346",1,3,2024,3,2,32,5,2,1,29,"Mujer",1,32,"Media"
"TQRMNOQPSHJMKPCDEGJBF00861909",1,1,2024,3,2,51,6,1,1,13,"Mujer",0,51,"Alta"
"TQRMNORVPHMMLNCDEOHCH00813275",1,2,2024,3,1,45,5,2,1,91,"Varón",1,45,"Media"
"TQRMNOVXPHLOLUCDEHPJB00806451",1,5,2024,3,2,38,3,1,1,29,"Mujer",0,38,"Baja"
"TQRMNOQXPHKOKOCDEFJAH00868732",1,3,2024,3,1,46,5,2,1,3,"Varón",1,46,"Media"
"TQRMNOTRRHLMKQCDEFIAH00869907",1,1,2024,3,2,33,4,1,1,2,"Mujer",0,33,"Media"
"TQRMNOPVPHLMKRCDEHMHF00806224",1,1,2024,3,2,50,6,1,1,26,"Mujer",0,50,"Alta"
"TQRMNOSQXHMNLQCDEGPDJ00810634",1,2,2024,3,1,33,5,1,1,19,"Varón",0,33,"Media"
"TQRMNOQQQHMOKUCDEOHCH00813303",1,3,2024,3,1,27,4,1,1,91,"Varón",0,27,"Media"
"TQRMNOXXQHJOLSCDEFJAH00866076",1,2,2024,3,1,50,2,1,1,3,"Varón",0,50,"Baja"
"TQRMNOURRHJOKNCDEFNFF00870802",1,1,2024,3,1,31,3,2,1,7,"Varón",1,31,"Baja"
"TQRMNOSTVHKOKPCDEHIBB00867494",1,5,2024,3,2,43,6,1,1,22,"Mujer",0,43,"Alta"
"TQRMNOPRPHKMLLCDEGKDB00868034",1,1,2024,3,2,34,3,2,1,14,"Mujer",1,34,"Baja"
"TQRMNORWTHLOLLCDEFKID00803735",1,2,2024,3,1,64,6,1,1,4,"Varón",0,64,"Alta"
"TQRMNORSXHMNNTCDEIIAD00812122",1,2,2024,3,2,51,6,1,1,32,"Mujer",0,51,"Alta"
"TQRMNOQWPHLLKPCDEHIBB00805753",2,1,2024,3,2,35,6,1,1,22,"Mujer",0,35,"Alta"
"TQRMNORPUHMOKTCDEGOIH00810498",1,4,2024,3,2,43,6,1,1,18,"Mujer",0,43,"Alta"
"TQSMNOQPTHMOLTCDEHPJB00871089",1,1,2024,3,1,32,6,1,1,29,"Varón",0,32,"Alta"
"TQRMNOPRQHMMKSCDEIHJF00811877",1,1,2024,3,1,27,4,1,1,31,"Varón",0,27,"Media"
"TQRMNOPQWHLMKRCDEFPCH00868910",1,1,2024,3,2,37,6,1,1,9,"Mujer",0,37,"Alta"
"TQRMNORVYHMKPUCDEIJAH00812161",1,1,2024,3,1,45,6,1,1,33,"Varón",0,45,"Alta"
"TQRMNOUQXHMOKSCDEFOCD00852438",1,1,2024,3,1,51,6,2,1,8,"Varón",1,51,"Alta"
"TQRMNOPRSHKLLMCDEHGHJ00871713",1,1,2024,3,2,46,2,1,1,20,"Mujer",0,46,"Baja"
"TQRMNOPUWHJLKOCDEHGHJ00865930",1,1,2024,3,1,42,4,1,1,20,"Varón",0,42,"Media"
"TQRMNOSTYHMNLTCDEIIAD00811970",1,1,2024,3,1,43,6,1,1,32,"Varón",0,43,"Alta"
"TQRMNOPXUHJMKTCDEFOCD00867552",1,2,2024,3,1,32,4,2,1,8,"Varón",1,32,"Media"
"TQRMNOQURHJOLQCDEGLDF00862518",1,1,2024,3,1,53,4,2,1,15,"Varón",1,53,"Media"
"TQRMNORPQHKMKUCDEFLID00871782",1,1,2024,3,2,51,6,1,1,5,"Mujer",0,51,"Alta"
"TQRMNORQXHKOMLCDEIJAH00867851",1,4,2024,3,2,21,4,2,1,33,"Mujer",1,21,"Media"
"TQRMNOPQTHJMLMCDEFLID00864796",1,1,2024,3,1,33,5,1,1,5,"Varón",0,33,"Media"
"TQRMNOQXSHLMKQCDEFIAH00803338",2,1,2024,3,1,48,5,1,1,2,"Varón",0,48,"Media"
"TQRMNOQWRHLLKPCDEHIBB00870330",1,1,2024,3,2,53,6,1,1,22,"Mujer",0,53,"Alta"
"TQRMNOQXQHLKKMCDEHJGH00805895",2,1,2024,3,1,43,6,1,1,23,"Varón",0,43,"Alta"
"TQRMNORRYHKOMTCDEIJAH00869393",1,4,2024,3,2,24,4,2,1,33,"Mujer",1,24,"Media"
"TQRMNORSRHMMLLCDEFIAH00808670",2,1,2024,3,2,37,6,1,1,2,"Mujer",0,37,"Alta"
"TQRMNOPPTHKOKUCDEGOIH00867762",1,3,2024,3,1,26,1,2,1,18,"Varón",1,26,"Baja"
"TQRMNOSRXHLMKOCDEFIAH00867602",1,2,2024,3,2,44,2,2,1,2,"Mujer",1,44,"Baja"
"TQRMNORSWHLMLTCDEIJAH00807160",73,1,2024,3,1,26,3,2,1,33,"Varón",1,26,"Baja"
"TQRMNORRXHMKKTCDEIGED00854601",1,1,2024,3,1,40,2,1,1,30,"Varón",0,40,"Baja"
"TQRMNOPVRHLOLSCDEIKAH00807955",1,1,2024,3,1,43,6,1,1,34,"Varón",0,43,"Alta"
"TQRMNOSQTHKMTRCDEIJAH00867689",1,2,2024,3,2,63,4,1,1,33,"Mujer",0,63,"Media"
"TQRMNOQTVHKOLQCDEGIBJ00869591",1,2,2024,3,2,35,4,2,1,12,"Mujer",1,35,"Media"
"TQRMNOPTRHMMLRCDEFJAH00808737",1,1,2024,3,1,44,4,1,1,3,"Varón",0,44,"Media"
"TQRMNOUUWHMMTTCDEIJAH00812687",1,1,2024,3,2,47,4,1,1,33,"Mujer",0,47,"Media"
"TQRMNOSPQHKOLQCDEIKAH00869965",1,1,2024,3,1,20,3,2,1,34,"Varón",1,20,"Baja"
"TQRMNOTUPHMOKTCDEGNFJ00810426",1,1,2024,3,2,41,3,1,1,17,"Mujer",0,41,"Baja"
"TQRMNOQXSHJKKOCDEIHJF00867750",1,1,2024,3,1,28,2,1,1,31,"Varón",0,28,"Baja"
"TQRMNOPQUHJOLPCDEGIBJ00862575",1,1,2024,3,2,56,1,2,1,12,"Mujer",1,56,"Baja"
"TQRMNORWSHMOKOCDEHJGH00810945",1,2,2024,3,2,64,2,1,1,23,"Mujer",0,64,"Baja"
"TQRMNOQPYHJOKQCDEGJBF00861916",3,3,2024,3,1,41,3,2,1,13,"Varón",1,41,"Baja"
"TQRMNQPRPHMOKTCDEFNFF00809384",1,1,2024,3,1,42,6,1,1,7,"Varón",0,42,"Alta"
"TQRMNOUVSHKOKTCDEIJAH00866923",1,1,2024,3,2,29,5,1,1,33,"Mujer",0,29,"Media"
"TQRMNOSWUHKNOMCDEIIAD00870247",1,1,2024,3,1,50,6,1,1,32,"Varón",0,50,"Alta"
"TQRMNOTYXHMOLMCDEFKID00808980",1,2,2024,3,1,43,3,2,1,4,"Varón",1,43,"Baja"
"TQRMNOTRUHKMKNCDEIJAH00870609",1,1,2024,3,1,40,6,1,1,33,"Varón",0,40,"Alta"
"TQRMNORXSHLMKNCDEIKAH00807966",1,2,2024,3,1,36,6,1,1,34,"Varón",0,36,"Alta"
"TQRMNOTTVHJOLPCDEHPJB00865350",1,2,2024,3,2,36,5,1,1,29,"Mujer",0,36,"Media"
